type,value
Environmental_Emissions,0.545881678
Environmental_Emissions,0.078644905
Environmental_Emissions,0.163603483
Environmental_Emissions,0.437325736
Environmental_Emissions,0.076899809
Environmental_Emissions,0.557942448
Environmental_Emissions,0.392697036
Environmental_Emissions,0.408090351
Environmental_Emissions,0.310287221
Environmental_Emissions,0.234804614
Environmental_Emissions,0.229382886
Environmental_Emissions,0.410338164
Environmental_Emissions,0.364049349
Environmental_Emissions,0.070054433
Environmental_Emissions,0.447402942
Environmental_Emissions,0.519627865
Environmental_Emissions,0.244905633
Environmental_Emissions,0.415413629
Environmental_Emissions,0.18752326
Environmental_Emissions,0.634900366
Environmental_Emissions,0.318534751
Environmental_Emissions,0.376695285
Environmental_Emissions,0.011221344
Environmental_Emissions,0.477749834
Environmental_Emissions,0.485475224
Environmental_Emissions,0.334713129
Environmental_Emissions,0.346129672
Environmental_Emissions,0.239009423
Environmental_Emissions,0.78150352
Environmental_Emissions,0.581557076
Environmental_Emissions,0.433214806
Environmental_Emissions,0.432706633
Environmental_Emissions,0.291687318
Environmental_Emissions,0.203907677
Environmental_Emissions,0.335984223
Environmental_Emissions,0.388132392
Environmental_Emissions,0.502350587
Environmental_Emissions,0.451309105
Environmental_Emissions,0.032204339
Environmental_Emissions,0.254848756
Environmental_Emissions,0.526367564
Environmental_Emissions,0.591148249
Environmental_Emissions,0.520471381
Environmental_Emissions,0.590699123
Environmental_Emissions,0.375693014
Environmental_Emissions,0.333082156
Environmental_Emissions,0.878073679
Environmental_Emissions,0.208868747
Environmental_Emissions,0.437286284
Environmental_Emissions,0.355380028
Environmental_Emissions,0.51809741
Environmental_Emissions,0.417836667
Environmental_Innovation,0.203606576
Environmental_Innovation,0.543715461
Environmental_Innovation,0.006941816
Environmental_Innovation,0.062225897
Environmental_Innovation,0.346907883
Environmental_Innovation,0.440777382
Environmental_Innovation,0.417489578
Environmental_Innovation,0.265135608
Environmental_Innovation,0.403885843
Environmental_Innovation,0.035695114
Environmental_Innovation,0.463595064
Environmental_Innovation,0.319243968
Environmental_Innovation,0.248735925
Environmental_Innovation,0.593848416
Environmental_Innovation,0.36501729
Environmental_Innovation,0.373446541
Environmental_Innovation,0.289264097
Environmental_Innovation,0.227007321
Environmental_Innovation,0.214434887
Environmental_Innovation,0.086477579
Environmental_Innovation,0.386665149
Environmental_Innovation,0.511330026
Environmental_Innovation,0.106606065
Environmental_Innovation,0.118783746
Environmental_Innovation,0.379802116
Environmental_Innovation,0.482710559
Environmental_Innovation,0.176952879
Environmental_Innovation,0.086146827
Environmental_Innovation,0.395502552
Environmental_Innovation,0.43864472
Environmental_Innovation,0.182887658
Environmental_Innovation,0.656876675
Environmental_Innovation,0.202084709
Environmental_Innovation,0.74375159
Environmental_Innovation,0.072133856
Environmental_Innovation,0.511348814
Environmental_Innovation,0.400571912
Environmental_Innovation,0.124461698
Environmental_Innovation,0.050247207
Environmental_Innovation,0.546635817
Environmental_Innovation,0.093681283
Environmental_Innovation,0.099211411
Environmental_Innovation,0.379288835
Environmental_Innovation,0.310681173
Environmental_Innovation,0.154088988
Environmental_Innovation,0.451112977
Environmental_Innovation,0.405403429
Environmental_Innovation,0.322767232
Environmental_Innovation,0.049209699
Environmental_Innovation,0.146167097
Environmental_Innovation,0.758771172
Environmental_Innovation,0.3687799
Environmental_Innovation,0.390495346
Environmental_Innovation,0.315297645
Environmental_Innovation,0.267730844
Environmental_Innovation,0.396687805
Environmental_Innovation,0.382873876
Environmental_Innovation,0.382769725
Environmental_Innovation,0.313774608
Environmental_Innovation,0.140505351
Environmental_Innovation,0.324629216
Environmental_Innovation,0.48790826
Environmental_Innovation,0.207141626
Environmental_Innovation,0.080750682
Environmental_Innovation,0.61895121
Environmental_Innovation,0.260643195
Environmental_Innovation,0.535796472
Environmental_Innovation,0.082536703
Environmental_Innovation,0.562864553
Environmental_Innovation,0.020293126
Environmental_Innovation,0.856034071
Environmental_Innovation,0.27027847
Environmental_Innovation,0.379521964
Environmental_Innovation,0.373101402
Environmental_Innovation,0.384214598
Environmental_Innovation,0.326820133
Environmental_Innovation,0.15535655
Environmental_Innovation,0.320818224
Environmental_Innovation,0.092363968
Environmental_Innovation,0.109332464
Environmental_Innovation,0.607526629
Environmental_Innovation,0.405934179
Environmental_Innovation,0.193486025
Environmental_Innovation,0.423961287
Environmental_Innovation,0.109526969
Environmental_Innovation,0.206039133
Environmental_Innovation,0.375608157
Environmental_Innovation,0.331428074
Environmental_Innovation,0.068629333
Environmental_Innovation,0.310921935
Environmental_Innovation,0.249553957
Environmental_Innovation,0.210929124
Environmental_Innovation,0.243609399
Environmental_Innovation,0.275037379
Environmental_Innovation,0.054535506
Environmental_Innovation,0.427365071
Environmental_Innovation,0.26487082
Environmental_Innovation,0.368021572
Environmental_Innovation,0.213453999
Environmental_Innovation,0.121583692
Government_score,2
Government_score,6
Government_score,1
Government_score,5
Government_score,2
Government_score,5
Government_score,1
Government_score,6
Government_score,2
Government_score,1
Government_score,6
Government_score,3
Government_score,5
Government_score,2
Government_score,4
Government_score,3
Government_score,3
Government_score,3
Government_score,2
Government_score,1
Government_score,4
Government_score,5
Government_score,4
Government_score,1
Government_score,4
Government_score,4
Government_score,1
Government_score,4
Government_score,3
Government_score,5
Government_score,6
Government_score,2
Government_score,3
Government_score,5
Government_score,6
Government_score,2
Government_score,2
Government_score,1
Government_score,3
Government_score,4
Government_score,4
Government_score,3
Government_score,1
Government_score,5
Government_score,6
Government_score,1
Government_score,3
Government_score,5
Government_score,4
Government_score,6
Government_score,3
Government_score,4
Government_score,2
Government_score,3
Government_score,1
Government_score,6
Government_score,6
Government_score,3
Government_score,5
Government_score,1
Government_score,5
Government_score,2
Government_score,6
Government_score,3
Government_score,6
Government_score,2
Government_score,4
Government_score,2
Government_score,4
Government_score,5
Government_score,4
Government_score,5
Government_score,3
Government_score,2
Government_score,2
Government_score,4
Government_score,3
Government_score,6
Government_score,2
Government_score,2
Government_score,2
Government_score,2
Government_score,3
Government_score,4
Government_score,6
Government_score,3
Government_score,3
Government_score,1
Government_score,6
Government_score,5
Government_score,5
Government_score,3
Government_score,6
Government_score,3
Government_score,6
Government_score,4
Government_score,3
Government_score,4
Government_score,2
Government_score,4
Social_score,4
Social_score,5
Social_score,6
Social_score,6
Social_score,2
Social_score,5
Social_score,4
Social_score,2
Social_score,4
Social_score,1
Social_score,5
Social_score,5
Social_score,5
Social_score,2
Social_score,4
Social_score,1
Social_score,2
Social_score,1
Social_score,1
Social_score,6
Social_score,3
Social_score,4
Social_score,5
Social_score,5
Social_score,1
Social_score,2
Social_score,2
Social_score,4
Social_score,3
Social_score,6
Social_score,2
Social_score,1
Social_score,2
Social_score,4
Social_score,5
Social_score,4
Social_score,1
Social_score,6
Social_score,6
Social_score,1
Social_score,2
Social_score,4
Social_score,5
Social_score,1
Social_score,6
Social_score,4
Social_score,4
Social_score,3
Social_score,2
Social_score,3
Social_score,4
Social_score,1
Social_score,5
Social_score,3
Social_score,5
Social_score,2
Social_score,3
Social_score,2
Social_score,3
Social_score,3
Social_score,2
Social_score,3
Social_score,5
Social_score,4
Social_score,3
Social_score,3
Social_score,6
Social_score,4
Social_score,5
Social_score,5
Social_score,3
Social_score,2
Social_score,4
Social_score,6
Social_score,2
Social_score,4
Social_score,6
Social_score,6
Social_score,4
Social_score,6
Social_score,2
Social_score,5
Social_score,5
Social_score,5
Social_score,5
Social_score,6
Social_score,5
Social_score,2
Social_score,5
Social_score,2
Social_score,2
Social_score,6
Social_score,4
Social_score,6
Social_score,1
Social_score,3
Social_score,4
Social_score,1
Social_score,3
Social_score,4
Environmental_score,1
Environmental_score,4
Environmental_score,3
Environmental_score,5
Environmental_score,1
Environmental_score,3
Environmental_score,5
Environmental_score,6
Environmental_score,3
Environmental_score,5
Environmental_score,4
Environmental_score,6
Environmental_score,5
Environmental_score,4
Environmental_score,4
Environmental_score,4
Environmental_score,2
Environmental_score,4
Environmental_score,5
Environmental_score,6
Environmental_score,3
Environmental_score,6
Environmental_score,3
Environmental_score,1
Environmental_score,5
Environmental_score,1
Environmental_score,2
Environmental_score,6
Environmental_score,6
Environmental_score,5
Environmental_score,3
Environmental_score,6
Environmental_score,3
Environmental_score,5
Environmental_score,6
Environmental_score,2
Environmental_score,1
Environmental_score,4
Environmental_score,6
Environmental_score,6
Environmental_score,6
Environmental_score,5
Environmental_score,1
Environmental_score,5
Environmental_score,5
Environmental_score,3
Environmental_score,1
Environmental_score,5
Environmental_score,3
Environmental_score,5
Environmental_score,2
Environmental_score,3
Environmental_score,4
Environmental_score,6
Environmental_score,1
Environmental_score,6
Environmental_score,1
Environmental_score,3
Environmental_score,1
Environmental_score,1
Environmental_score,4
Environmental_score,4
Environmental_score,3
Environmental_score,1
Environmental_score,2
Environmental_score,2
Environmental_score,5
Environmental_score,3
Environmental_score,4
Environmental_score,1
Environmental_score,6
Environmental_score,2
Environmental_score,6
Environmental_score,4
Environmental_score,3
Environmental_score,2
Environmental_score,6
Environmental_score,6
Environmental_score,6
Environmental_score,3
Environmental_score,5
Environmental_score,6
Environmental_score,1
Environmental_score,2
Environmental_score,4
Environmental_score,1
Environmental_score,6
Environmental_score,4
Environmental_score,1
Environmental_score,1
Environmental_score,6
Environmental_score,1
Environmental_score,4
Environmental_score,3
Environmental_score,4
Environmental_score,4
Environmental_score,5
Environmental_score,1
Environmental_score,4
Environmental_score,6
Government_Management_score,4
Government_Management_score,4
Government_Management_score,4
Government_Management_score,5
Government_Management_score,5
Government_Management_score,5
Government_Management_score,2
Government_Management_score,1
Government_Management_score,2
Government_Management_score,5
Government_Management_score,1
Government_Management_score,5
Government_Management_score,1
Government_Management_score,5
Government_Management_score,3
Government_Management_score,6
Government_Management_score,3
Government_Management_score,4
Government_Management_score,6
Government_Management_score,4
Government_Management_score,5
Government_Management_score,3
Government_Management_score,4
Government_Management_score,6
Government_Management_score,2
Government_Management_score,6
Government_Management_score,1
Government_Management_score,6
Government_Management_score,6
Government_Management_score,1
Government_Management_score,6
Government_Management_score,1
Government_Management_score,6
Government_Management_score,5
Government_Management_score,1
Government_Management_score,3
Government_Management_score,6
Government_Management_score,4
Government_Management_score,1
Government_Management_score,2
Government_Management_score,6
Government_Management_score,6
Government_Management_score,5
Government_Management_score,6
Government_Management_score,2
Government_Management_score,6
Government_Management_score,2
Government_Management_score,6
Government_Management_score,6
Government_Management_score,2
Government_Management_score,3
Government_Management_score,3
Government_Management_score,5
Government_Management_score,2
Government_Management_score,6
Government_Management_score,5
Government_Management_score,3
Government_Management_score,5
Government_Management_score,5
Government_Management_score,1
Government_Management_score,2
Government_Management_score,3
Government_Management_score,4
Government_Management_score,6
Government_Management_score,1
Government_Management_score,6
Government_Management_score,3
Government_Management_score,6
Government_Management_score,6
Government_Management_score,6
Government_Management_score,2
Government_Management_score,5
Government_Management_score,6
Government_Management_score,3
Government_Management_score,2
Government_Management_score,3
Government_Management_score,2
Government_Management_score,5
Government_Management_score,1
Government_Management_score,6
Government_Management_score,2
Government_Management_score,5
Government_Management_score,2
Government_Management_score,5
Government_Management_score,5
Government_Management_score,4
Government_Management_score,2
Government_Management_score,1
Government_Management_score,1
Government_Management_score,2
Government_Management_score,4
Government_Management_score,2
Government_Management_score,1
Government_Management_score,1
Government_Management_score,1
Government_Management_score,1
Government_Management_score,5
Government_Management_score,4
Government_Management_score,1
Government_Management_score,5
Government_Shareholders_score,5
Government_Shareholders_score,6
Government_Shareholders_score,3
Government_Shareholders_score,5
Government_Shareholders_score,2
Government_Shareholders_score,6
Government_Shareholders_score,6
Government_Shareholders_score,3
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,5
Government_Shareholders_score,4
Government_Shareholders_score,1
Government_Shareholders_score,1
Government_Shareholders_score,6
Government_Shareholders_score,5
Government_Shareholders_score,1
Government_Shareholders_score,1
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,4
Government_Shareholders_score,5
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,3
Government_Shareholders_score,3
Government_Shareholders_score,2
Government_Shareholders_score,5
Government_Shareholders_score,2
Government_Shareholders_score,3
Government_Shareholders_score,1
Government_Shareholders_score,6
Government_Shareholders_score,4
Government_Shareholders_score,3
Government_Shareholders_score,5
Government_Shareholders_score,5
Government_Shareholders_score,3
Government_Shareholders_score,5
Government_Shareholders_score,1
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,3
Government_Shareholders_score,1
Government_Shareholders_score,5
Government_Shareholders_score,5
Government_Shareholders_score,6
Government_Shareholders_score,3
Government_Shareholders_score,1
Government_Shareholders_score,6
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,1
Government_Shareholders_score,4
Government_Shareholders_score,1
Government_Shareholders_score,3
Government_Shareholders_score,6
Government_Shareholders_score,3
Government_Shareholders_score,4
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,6
Government_Shareholders_score,6
Government_Shareholders_score,6
Government_Shareholders_score,5
Government_Shareholders_score,5
Government_Shareholders_score,6
Government_Shareholders_score,5
Government_Shareholders_score,3
Government_Shareholders_score,3
Government_Shareholders_score,4
Government_Shareholders_score,4
Government_Shareholders_score,5
Government_Shareholders_score,5
Government_Shareholders_score,3
Government_Shareholders_score,6
Government_Shareholders_score,5
Government_Shareholders_score,5
Government_Shareholders_score,6
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,6
Government_Shareholders_score,1
Government_Shareholders_score,5
Government_Shareholders_score,3
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,5
Government_Shareholders_score,3
Government_Shareholders_score,1
Government_Shareholders_score,5
Government_Shareholders_score,4
Government_Shareholders_score,6
Government_Shareholders_score,6
Government_Shareholders_score,3
Government_Shareholders_score,4
Government_Shareholders_score,3
Government_Shareholders_score,2
Government_Shareholders_score,1
Government_Shareholders_score,3
Government_Shareholders_score,6
Government_CSR_score,4
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,5
Government_CSR_score,3
Government_CSR_score,1
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,6
Government_CSR_score,1
Government_CSR_score,3
Government_CSR_score,4
Government_CSR_score,1
Government_CSR_score,5
Government_CSR_score,6
Government_CSR_score,4
Government_CSR_score,4
Government_CSR_score,1
Government_CSR_score,1
Government_CSR_score,6
Government_CSR_score,3
Government_CSR_score,5
Government_CSR_score,1
Government_CSR_score,4
Government_CSR_score,5
Government_CSR_score,2
Government_CSR_score,6
Government_CSR_score,1
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,2
Government_CSR_score,5
Government_CSR_score,4
Government_CSR_score,5
Government_CSR_score,4
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,3
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,6
Government_CSR_score,5
Government_CSR_score,4
Government_CSR_score,4
Government_CSR_score,1
Government_CSR_score,1
Government_CSR_score,4
Government_CSR_score,6
Government_CSR_score,6
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,5
Government_CSR_score,2
Government_CSR_score,4
Government_CSR_score,3
Government_CSR_score,6
Government_CSR_score,5
Government_CSR_score,1
Government_CSR_score,4
Government_CSR_score,5
Government_CSR_score,6
Government_CSR_score,1
Government_CSR_score,6
Government_CSR_score,6
Government_CSR_score,6
Government_CSR_score,1
Government_CSR_score,5
Government_CSR_score,6
Government_CSR_score,4
Government_CSR_score,5
Government_CSR_score,6
Government_CSR_score,6
Government_CSR_score,1
Government_CSR_score,3
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,4
Government_CSR_score,3
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,6
Government_CSR_score,3
Government_CSR_score,2
Government_CSR_score,2
Government_CSR_score,1
Government_CSR_score,5
Government_CSR_score,5
Government_CSR_score,3
Government_CSR_score,3
Government_CSR_score,1
Government_CSR_score,5
Government_CSR_score,4
Government_CSR_score,5
Government_CSR_score,5
Government_CSR_score,4
Government_CSR_score,3
Government_CSR_score,4
Social_Workforce_score,3
Social_Workforce_score,3
Social_Workforce_score,3
Social_Workforce_score,1
Social_Workforce_score,1
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,1
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,1
Social_Workforce_score,1
Social_Workforce_score,2
Social_Workforce_score,1
Social_Workforce_score,3
Social_Workforce_score,3
Social_Workforce_score,3
Social_Workforce_score,4
Social_Workforce_score,6
Social_Workforce_score,3
Social_Workforce_score,4
Social_Workforce_score,1
Social_Workforce_score,1
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,4
Social_Workforce_score,6
Social_Workforce_score,4
Social_Workforce_score,4
Social_Workforce_score,2
Social_Workforce_score,6
Social_Workforce_score,5
Social_Workforce_score,4
Social_Workforce_score,2
Social_Workforce_score,3
Social_Workforce_score,6
Social_Workforce_score,1
Social_Workforce_score,5
Social_Workforce_score,4
Social_Workforce_score,3
Social_Workforce_score,2
Social_Workforce_score,5
Social_Workforce_score,6
Social_Workforce_score,4
Social_Workforce_score,2
Social_Workforce_score,5
Social_Workforce_score,1
Social_Workforce_score,6
Social_Workforce_score,1
Social_Workforce_score,6
Social_Workforce_score,3
Social_Workforce_score,1
Social_Workforce_score,4
Social_Workforce_score,2
Social_Workforce_score,1
Social_Workforce_score,4
Social_Workforce_score,5
Social_Workforce_score,4
Social_Workforce_score,3
Social_Workforce_score,5
Social_Workforce_score,3
Social_Workforce_score,3
Social_Workforce_score,1
Social_Workforce_score,4
Social_Workforce_score,3
Social_Workforce_score,2
Social_Workforce_score,2
Social_Workforce_score,3
Social_Workforce_score,6
Social_Workforce_score,4
Social_Workforce_score,2
Social_Workforce_score,6
Social_Workforce_score,3
Social_Workforce_score,4
Social_Workforce_score,5
Social_Workforce_score,5
Social_Workforce_score,1
Social_Workforce_score,2
Social_Workforce_score,3
Social_Workforce_score,4
Social_Workforce_score,6
Social_Workforce_score,1
Social_Workforce_score,6
Social_Workforce_score,6
Social_Workforce_score,5
Social_Workforce_score,6
Social_Workforce_score,1
Social_Workforce_score,6
Social_Workforce_score,5
Social_Workforce_score,2
Social_Workforce_score,3
Social_Workforce_score,5
Social_Workforce_score,4
Social_Workforce_score,1
Social_Workforce_score,2
Social_Workforce_score,4
Social_Workforce_score,1
Social_Workforce_score,3
Social_Human rights_score,5
Social_Human rights_score,5
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,4
Social_Human rights_score,4
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,6
Social_Human rights_score,6
Social_Human rights_score,3
Social_Human rights_score,3
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,5
Social_Human rights_score,2
Social_Human rights_score,6
Social_Human rights_score,5
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,5
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,2
Social_Human rights_score,6
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,1
Social_Human rights_score,3
Social_Human rights_score,3
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,3
Social_Human rights_score,2
Social_Human rights_score,3
Social_Human rights_score,5
Social_Human rights_score,2
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,3
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,2
Social_Human rights_score,1
Social_Human rights_score,4
Social_Human rights_score,4
Social_Human rights_score,3
Social_Human rights_score,5
Social_Human rights_score,2
Social_Human rights_score,1
Social_Human rights_score,3
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,2
Social_Human rights_score,1
Social_Human rights_score,3
Social_Human rights_score,5
Social_Human rights_score,3
Social_Human rights_score,3
Social_Human rights_score,3
Social_Human rights_score,6
Social_Human rights_score,6
Social_Human rights_score,5
Social_Human rights_score,6
Social_Human rights_score,3
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,5
Social_Human rights_score,4
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,6
Social_Human rights_score,6
Social_Human rights_score,2
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,2
Social_Human rights_score,4
Social_Human rights_score,6
Social_Human rights_score,3
Social_Human rights_score,4
Social_Human rights_score,4
Social_Human rights_score,5
Social_Human rights_score,1
Social_Human rights_score,3
Social_Human rights_score,4
Social_Human rights_score,2
Social_Human rights_score,1
Social_Human rights_score,2
Social_Human rights_score,4
Social_Human rights_score,2
Social_Human rights_score,4
Social_Human rights_score,1
Social_Human rights_score,6
Social_Human rights_score,6
Social_Community_score,1
Social_Community_score,5
Social_Community_score,1
Social_Community_score,4
Social_Community_score,1
Social_Community_score,5
Social_Community_score,1
Social_Community_score,5
Social_Community_score,3
Social_Community_score,4
Social_Community_score,4
Social_Community_score,5
Social_Community_score,6
Social_Community_score,1
Social_Community_score,6
Social_Community_score,1
Social_Community_score,3
Social_Community_score,2
Social_Community_score,4
Social_Community_score,3
Social_Community_score,2
Social_Community_score,4
Social_Community_score,1
Social_Community_score,6
Social_Community_score,6
Social_Community_score,3
Social_Community_score,6
Social_Community_score,4
Social_Community_score,6
Social_Community_score,3
Social_Community_score,1
Social_Community_score,6
Social_Community_score,5
Social_Community_score,6
Social_Community_score,5
Social_Community_score,5
Social_Community_score,1
Social_Community_score,1
Social_Community_score,2
Social_Community_score,3
Social_Community_score,5
Social_Community_score,5
Social_Community_score,2
Social_Community_score,2
Social_Community_score,5
Social_Community_score,1
Social_Community_score,1
Social_Community_score,6
Social_Community_score,5
Social_Community_score,6
Social_Community_score,6
Social_Community_score,2
Social_Community_score,1
Social_Community_score,3
Social_Community_score,3
Social_Community_score,3
Social_Community_score,2
Social_Community_score,6
Social_Community_score,6
Social_Community_score,4
Social_Community_score,4
Social_Community_score,6
Social_Community_score,4
Social_Community_score,6
Social_Community_score,2
Social_Community_score,2
Social_Community_score,1
Social_Community_score,3
Social_Community_score,6
Social_Community_score,5
Social_Community_score,1
Social_Community_score,4
Social_Community_score,4
Social_Community_score,1
Social_Community_score,5
Social_Community_score,1
Social_Community_score,6
Social_Community_score,4
Social_Community_score,6
Social_Community_score,2
Social_Community_score,4
Social_Community_score,6
Social_Community_score,5
Social_Community_score,5
Social_Community_score,3
Social_Community_score,2
Social_Community_score,4
Social_Community_score,1
Social_Community_score,3
Social_Community_score,5
Social_Community_score,3
Social_Community_score,4
Social_Community_score,2
Social_Community_score,4
Social_Community_score,4
Social_Community_score,4
Social_Community_score,5
Social_Community_score,2
Social_Community_score,5
Social_Community_score,4
Social_Responsibility_score,3
Social_Responsibility_score,5
Social_Responsibility_score,5
Social_Responsibility_score,5
Social_Responsibility_score,5
Social_Responsibility_score,4
Social_Responsibility_score,6
Social_Responsibility_score,3
Social_Responsibility_score,4
Social_Responsibility_score,4
Social_Responsibility_score,5
Social_Responsibility_score,4
Social_Responsibility_score,2
Social_Responsibility_score,3
Social_Responsibility_score,4
Social_Responsibility_score,2
Social_Responsibility_score,6
Social_Responsibility_score,4
Social_Responsibility_score,2
Social_Responsibility_score,2
Social_Responsibility_score,3
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,2
Social_Responsibility_score,4
Social_Responsibility_score,2
Social_Responsibility_score,4
Social_Responsibility_score,4
Social_Responsibility_score,3
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,3
Social_Responsibility_score,6
Social_Responsibility_score,4
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,6
Social_Responsibility_score,1
Social_Responsibility_score,5
Social_Responsibility_score,5
Social_Responsibility_score,1
Social_Responsibility_score,2
Social_Responsibility_score,1
Social_Responsibility_score,2
Social_Responsibility_score,3
Social_Responsibility_score,5
Social_Responsibility_score,1
Social_Responsibility_score,1
Social_Responsibility_score,3
Social_Responsibility_score,1
Social_Responsibility_score,2
Social_Responsibility_score,4
Social_Responsibility_score,6
Social_Responsibility_score,4
Social_Responsibility_score,3
Social_Responsibility_score,2
Social_Responsibility_score,4
Social_Responsibility_score,4
Social_Responsibility_score,5
Social_Responsibility_score,4
Social_Responsibility_score,3
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,3
Social_Responsibility_score,6
Social_Responsibility_score,6
Social_Responsibility_score,6
Social_Responsibility_score,1
Social_Responsibility_score,3
Social_Responsibility_score,2
Social_Responsibility_score,5
Social_Responsibility_score,2
Social_Responsibility_score,4
Social_Responsibility_score,3
Social_Responsibility_score,6
Social_Responsibility_score,3
Social_Responsibility_score,2
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,5
Social_Responsibility_score,5
Social_Responsibility_score,3
Social_Responsibility_score,2
Social_Responsibility_score,5
Social_Responsibility_score,1
Social_Responsibility_score,6
Social_Responsibility_score,2
Social_Responsibility_score,1
Social_Responsibility_score,3
Social_Responsibility_score,5
Social_Responsibility_score,2
Social_Responsibility_score,5
Social_Responsibility_score,4
Social_Responsibility_score,1
Social_Responsibility_score,2
Social_Responsibility_score,3
Social_Responsibility_score,4
Social_Responsibility_score,1
Social_Responsibility_score,1
Social_Responsibility_score,5
Environmental_Resource_score,4
Environmental_Resource_score,6
Environmental_Resource_score,1
Environmental_Resource_score,5
Environmental_Resource_score,2
Environmental_Resource_score,1
Environmental_Resource_score,5
Environmental_Resource_score,4
Environmental_Resource_score,4
Environmental_Resource_score,1
Environmental_Resource_score,4
Environmental_Resource_score,2
Environmental_Resource_score,3
Environmental_Resource_score,6
Environmental_Resource_score,3
Environmental_Resource_score,6
Environmental_Resource_score,1
Environmental_Resource_score,5
Environmental_Resource_score,6
Environmental_Resource_score,1
Environmental_Resource_score,1
Environmental_Resource_score,1
Environmental_Resource_score,3
Environmental_Resource_score,6
Environmental_Resource_score,4
Environmental_Resource_score,2
Environmental_Resource_score,3
Environmental_Resource_score,6
Environmental_Resource_score,6
Environmental_Resource_score,5
Environmental_Resource_score,1
Environmental_Resource_score,6
Environmental_Resource_score,2
Environmental_Resource_score,1
Environmental_Resource_score,3
Environmental_Resource_score,1
Environmental_Resource_score,4
Environmental_Resource_score,4
Environmental_Resource_score,1
Environmental_Resource_score,6
Environmental_Resource_score,2
Environmental_Resource_score,1
Environmental_Resource_score,3
Environmental_Resource_score,4
Environmental_Resource_score,5
Environmental_Resource_score,2
Environmental_Resource_score,6
Environmental_Resource_score,3
Environmental_Resource_score,2
Environmental_Resource_score,2
Environmental_Resource_score,4
Environmental_Resource_score,5
Environmental_Resource_score,3
Environmental_Resource_score,1
Environmental_Resource_score,3
Environmental_Resource_score,5
Environmental_Resource_score,2
Environmental_Resource_score,1
Environmental_Resource_score,3
Environmental_Resource_score,3
Environmental_Resource_score,5
Environmental_Resource_score,6
Environmental_Resource_score,5
Environmental_Resource_score,6
Environmental_Resource_score,1
Environmental_Resource_score,4
Environmental_Resource_score,2
Environmental_Resource_score,1
Environmental_Resource_score,4
Environmental_Resource_score,6
Environmental_Resource_score,6
Environmental_Resource_score,1
Environmental_Resource_score,1
Environmental_Resource_score,5
Environmental_Resource_score,1
Environmental_Resource_score,6
Environmental_Resource_score,6
Environmental_Resource_score,4
Environmental_Resource_score,1
Environmental_Resource_score,4
Environmental_Resource_score,5
Environmental_Resource_score,6
Environmental_Resource_score,4
Environmental_Resource_score,5
Environmental_Resource_score,5
Environmental_Resource_score,5
Environmental_Resource_score,3
Environmental_Resource_score,3
Environmental_Resource_score,3
